Strategy,Final Value,Total Return (%),CAGR (%),Sharpe Ratio,Max Drawdown (%),Ticker
DCA,2239.48,-80.32,-16.6,-0.17,84.64,BRNS
Enhanced DCA,2165.13,-83.7,-17.23,-0.14,85.98,BRNS
Weighted DCA,1846.64,-99.61,-20.16,-0.16,86.85,BRNS
Enhanced DCA,6353832.87,714.74,17.35,0.62,54.08,BRO
DCA,6259170.07,713.24,17.32,0.62,54.08,BRO
Weighted DCA,5995116.45,708.93,17.2,0.62,54.08,BRO
Weighted DCA,5496.49,9.47,36.88,0.0,2.68,BROGF
DCA,5401.62,7.73,29.2,0.0,2.14,BROGF
Enhanced DCA,5243.24,4.75,17.06,0.0,1.35,BROGF
DCA,6890.71,32.07,8.25,0.31,44.17,BROS
Enhanced DCA,6858.71,31.61,8.12,0.31,44.12,BROS
Weighted DCA,6790.35,30.61,7.85,0.3,44.17,BROS
Enhanced DCA,5970.28,17.74,3.15,0.34,14.03,BROXF
DCA,5891.22,16.4,2.91,0.26,19.75,BROXF
Weighted DCA,5853.69,15.76,2.8,0.23,23.57,BROXF
Weighted DCA,5192.81,3.78,3.0,0.76,0.01,BRPSF
DCA,5135.58,2.68,2.11,0.42,0.01,BRPSF
Enhanced DCA,5075.27,1.49,1.17,-0.58,0.0,BRPSF
Weighted DCA,6547.07,26.96,14.68,0.66,56.76,BRQL
DCA,6035.64,18.82,10.04,0.63,47.27,BRQL
Enhanced DCA,5585.11,11.07,5.78,0.54,30.52,BRQL
Weighted DCA,4.73,-696.43,-50.52,-1.14,99.92,BRQSF
Enhanced DCA,0.66,-893.92,-59.47,-0.39,99.99,BRQSF
DCA,0.6,-902.23,-59.81,-0.4,99.99,BRQSF
Enhanced DCA,4989.0,-0.22,-0.66,0.0,0.51,BRR
DCA,4983.2,-0.34,-1.0,0.0,0.78,BRR
Weighted DCA,4979.06,-0.42,-1.25,0.0,0.77,BRR
DCA,58.78,-444.34,-24.92,0.35,100.0,BRRN
Enhanced DCA,52.19,-456.23,-25.49,0.35,100.0,BRRN
Weighted DCA,48.34,-463.89,-25.86,0.34,100.0,BRRN
Weighted DCA,7342.88,38.43,24.81,16.8,17.24,BRRR
DCA,6662.44,28.7,18.0,12.52,12.99,BRRR
Enhanced DCA,6287.12,22.91,14.12,13.74,10.2,BRRR
Enhanced DCA,4990.31,-0.19,-0.49,0.0,1.24,BRRWU
DCA,4987.86,-0.24,-0.62,0.0,2.08,BRRWU
Weighted DCA,4982.53,-0.35,-0.89,0.0,2.55,BRRWU
DCA,4930.84,-1.39,-4.05,0.0,4.16,BRRWW
Enhanced DCA,4918.0,-1.65,-4.78,0.0,3.78,BRRWW
Weighted DCA,4889.76,-2.23,-6.4,0.0,4.35,BRRWW
Weighted DCA,225540.73,380.91,11.32,0.38,88.78,BRSL
DCA,168591.25,351.8,10.41,0.39,88.78,BRSL
Enhanced DCA,155428.18,343.67,10.16,0.39,88.78,BRSL
Enhanced DCA,4386.15,-13.1,-1.69,-0.0,49.97,BRSP
DCA,4276.33,-15.63,-2.02,-0.01,55.51,BRSP
Weighted DCA,3293.7,-41.74,-5.3,-0.1,78.78,BRSP
Enhanced DCA,5.15,-687.78,-15.9,0.01,99.91,BRST
Weighted DCA,1.24,-830.4,-18.87,0.02,99.98,BRST
DCA,0.15,-1044.15,-23.12,0.04,100.0,BRST
Weighted DCA,3884.7,-25.24,-1.73,0.22,99.73,BRSYF
DCA,3270.89,-42.44,-2.9,0.2,99.89,BRSYF
Enhanced DCA,3189.62,-44.95,-3.07,0.2,99.89,BRSYF
DCA,94680.62,294.11,5.77,0.31,89.03,BRT
Enhanced DCA,78286.3,275.09,5.38,0.31,89.03,BRT
Weighted DCA,57283.53,243.86,4.76,0.3,89.02,BRT
Weighted DCA,25.66,-527.23,-33.72,-0.61,99.51,BRTX
DCA,0.24,-993.15,-53.92,-0.7,100.0,BRTX
Enhanced DCA,0.21,-1007.22,-54.43,-0.71,100.0,BRTX
Enhanced DCA,8.7,-635.42,-33.53,0.07,99.92,BRVO
Weighted DCA,4.76,-695.63,-36.06,0.09,99.97,BRVO
DCA,3.94,-714.48,-36.83,0.12,99.98,BRVO
Weighted DCA,25983.88,164.8,5.03,0.3,62.66,BRW
DCA,25142.53,161.51,4.93,0.3,62.66,BRW
Enhanced DCA,24012.39,156.91,4.79,0.29,62.66,BRW
Enhanced DCA,5156.78,3.09,0.95,0.04,97.74,BRWC
DCA,4618.41,-7.94,-2.39,-0.1,98.3,BRWC
Weighted DCA,4002.2,-22.26,-6.56,-0.3,99.07,BRWC
Weighted DCA,9756.71,66.85,5.77,0.28,66.44,BRX
Enhanced DCA,9575.07,64.97,5.61,0.27,64.73,BRX
DCA,9345.11,62.54,5.39,0.26,66.2,BRX
Enhanced DCA,5101.8,2.02,0.28,0.12,74.16,BRY
DCA,4911.54,-1.79,-0.25,0.12,74.2,BRY
Weighted DCA,4384.73,-13.13,-1.81,0.12,74.19,BRY
Enhanced DCA,3630.89,-32.0,-7.94,-0.17,54.29,BRZE
Weighted DCA,3546.9,-34.34,-8.49,-0.09,59.61,BRZE
DCA,3510.98,-35.35,-8.73,-0.2,55.33,BRZE
Weighted DCA,5000.88,0.02,0.1,0.0,0.0,BSAA
DCA,5000.61,0.01,0.07,0.0,0.0,BSAA
Enhanced DCA,5000.38,0.01,0.04,0.0,0.0,BSAA
Weighted DCA,5005.4,0.11,0.34,0.0,0.15,BSAAU
DCA,5004.32,0.09,0.27,0.0,0.12,BSAAU
Enhanced DCA,5002.72,0.05,0.17,0.0,0.07,BSAAU
Weighted DCA,71544.94,266.09,8.99,0.38,63.89,BSAC
Enhanced DCA,69139.92,262.67,8.87,0.38,63.9,BSAC
DCA,68018.77,261.03,8.82,0.38,63.9,BSAC
Enhanced DCA,123.82,-369.84,-39.69,0.23,99.96,BSAI
DCA,103.04,-388.2,-41.19,0.23,99.97,BSAI
Weighted DCA,82.04,-410.99,-42.99,0.17,99.94,BSAI
Weighted DCA,4849.5,-3.06,-0.53,-0.02,43.61,BSBK
Enhanced DCA,4747.15,-5.19,-0.9,-0.06,41.33,BSBK
DCA,4602.05,-8.29,-1.44,-0.08,43.56,BSBK
Enhanced DCA,6665.82,28.76,1.82,0.16,69.38,BSBR
DCA,6533.0,26.74,1.69,0.15,69.38,BSBR
Weighted DCA,6011.48,18.42,1.16,0.14,69.38,BSBR
Weighted DCA,3892.73,-25.03,-2.35,0.3,96.94,BSEM
Enhanced DCA,3498.75,-35.7,-3.33,0.28,96.53,BSEM
DCA,3398.13,-38.62,-3.6,0.28,96.76,BSEM
Weighted DCA,43269.22,215.8,4.85,0.26,96.09,BSET
DCA,37728.12,202.1,4.53,0.26,96.1,BSET
Enhanced DCA,35803.88,196.86,4.41,0.25,96.1,BSET
Weighted DCA,23.35,-536.68,-62.76,-1.18,99.78,BSFC
Enhanced DCA,5.26,-685.69,-71.7,-1.25,99.93,BSFC
DCA,0.17,-1028.37,-84.94,-1.63,100.0,BSFC
Weighted DCA,10367.43,72.92,4.87,0.33,43.81,BSL
DCA,9920.25,68.51,4.57,0.31,43.83,BSL
Enhanced DCA,9779.46,67.08,4.47,0.3,43.83,BSL
Enhanced DCA,557.84,-219.31,-39.19,-0.79,95.72,BSLK
Weighted DCA,104.33,-386.96,-58.43,-0.75,99.23,BSLK
DCA,100.07,-391.13,-58.82,-0.76,99.26,BSLK
Weighted DCA,9875.71,68.06,6.75,0.3,75.55,BSM
Enhanced DCA,9339.58,62.48,6.18,0.28,75.58,BSM
DCA,9294.56,62.0,6.13,0.28,75.58,BSM
DCA,11.74,-605.39,-29.04,0.25,100.0,BSPK
Weighted DCA,8.94,-632.65,-30.13,0.24,100.0,BSPK
Enhanced DCA,7.79,-646.39,-30.67,0.24,100.0,BSPK
Enhanced DCA,6006.24,18.34,5.27,0.41,47.53,BSQKZ
DCA,5726.17,13.56,3.87,0.27,51.31,BSQKZ
Weighted DCA,5691.29,12.95,3.69,0.23,53.5,BSQKZ
Weighted DCA,74865.51,270.63,8.99,0.42,81.34,BSRR
DCA,63435.06,254.06,8.42,0.4,81.34,BSRR
Enhanced DCA,47305.74,224.72,7.41,0.37,81.34,BSRR
Weighted DCA,25694.51,163.68,16.18,0.63,46.03,BST
DCA,23345.74,154.1,15.16,0.61,46.04,BST
Enhanced DCA,21561.35,146.15,14.32,0.59,46.04,BST
Weighted DCA,7585.65,41.68,6.87,0.36,59.31,BSTZ
Enhanced DCA,7486.54,40.37,6.65,0.35,49.08,BSTZ
DCA,7128.23,35.46,5.82,0.33,55.66,BSTZ
Weighted DCA,19699.66,137.12,21.54,0.72,48.09,BSVN
DCA,17989.85,128.04,19.98,0.7,34.13,BSVN
Enhanced DCA,17553.09,125.58,19.56,0.71,30.81,BSVN
Weighted DCA,126553.73,323.12,10.17,0.36,89.15,BSX
DCA,116844.81,315.14,9.91,0.36,89.15,BSX
Enhanced DCA,112933.83,311.74,9.8,0.36,89.14,BSX
Weighted DCA,6269.67,22.63,4.61,0.23,42.4,BSY
Enhanced DCA,6171.6,21.05,4.28,0.25,31.95,BSY
DCA,6140.44,20.55,4.17,0.23,31.95,BSY
Enhanced DCA,12227.05,89.42,4.67,0.28,42.77,BTA
DCA,12130.52,88.63,4.63,0.28,43.3,BTA
Weighted DCA,10882.84,77.77,4.05,0.24,52.28,BTA
Weighted DCA,12352.65,90.44,6.04,0.34,58.74,BTAFF
DCA,11574.32,83.94,5.59,0.32,58.75,BTAFF
Enhanced DCA,11461.36,82.95,5.52,0.31,58.75,BTAFF
Weighted DCA,93.66,-397.76,-40.88,0.01,99.88,BTAI
Enhanced DCA,70.91,-425.57,-43.01,-0.09,99.88,BTAI
DCA,67.69,-430.22,-43.36,-0.1,99.88,BTAI
DCA,4694.55,-6.3,-1.61,0.01,56.08,BTBD
Enhanced DCA,4678.04,-6.66,-1.7,0.02,57.45,BTBD
Weighted DCA,4140.73,-18.86,-4.74,-0.04,63.08,BTBD
Weighted DCA,16436.85,119.01,17.11,0.41,98.15,BTBT
Enhanced DCA,15947.93,115.99,16.64,0.43,98.14,BTBT
DCA,12523.32,91.82,12.96,0.43,98.14,BTBT
Weighted DCA,6051.96,19.09,17.46,2.5,9.12,BTC
DCA,5738.5,13.78,12.31,2.29,6.58,BTC
Enhanced DCA,5543.31,10.32,9.08,2.27,4.66,BTC
Enhanced DCA,77.84,-416.25,-29.63,-0.02,99.53,BTCM
DCA,74.46,-420.69,-29.89,-0.02,99.53,BTCM
Weighted DCA,73.03,-422.63,-30.01,-0.07,99.43,BTCM
Weighted DCA,7332.52,38.29,24.71,17.71,17.26,BTCO
DCA,6655.4,28.6,17.93,13.07,13.01,BTCO
Enhanced DCA,6296.4,23.05,14.22,24.2,10.42,BTCO
Weighted DCA,3.71,-720.73,-38.42,-0.4,99.97,BTCS
DCA,0.65,-894.62,-45.22,0.12,100.0,BTCS
Enhanced DCA,0.58,-905.66,-45.62,0.12,100.0,BTCS
Enhanced DCA,24.04,-533.76,-53.59,-0.71,99.8,BTCT
DCA,13.04,-594.91,-57.5,-0.71,99.92,BTCT
Weighted DCA,3.87,-716.5,-64.32,-0.77,99.98,BTCT
Weighted DCA,7337.38,38.35,24.75,13.69,17.35,BTCW
DCA,6659.2,28.66,17.97,10.77,13.08,BTCW
Enhanced DCA,6327.28,23.54,14.54,12.74,10.6,BTCW
DCA,194.91,-324.47,-28.64,0.22,99.4,BTCY
Enhanced DCA,181.95,-331.34,-29.15,0.23,99.44,BTCY
Weighted DCA,158.68,-345.03,-30.15,0.25,99.57,BTCY
Weighted DCA,11128.29,80.01,6.27,0.3,62.1,BTDPF
DCA,9663.45,65.89,5.14,0.28,62.11,BTDPF
Enhanced DCA,8312.29,50.83,3.94,0.24,62.11,BTDPF
Weighted DCA,5575.79,10.9,1.18,0.17,65.31,BTDPY
DCA,5436.6,8.37,0.91,0.16,65.35,BTDPY
Enhanced DCA,5307.97,5.98,0.65,0.14,64.76,BTDPY
Enhanced DCA,12325.33,90.22,24.07,0.53,69.86,BTDR
DCA,12271.34,89.78,23.94,0.5,72.41,BTDR
Weighted DCA,10883.99,77.79,20.44,0.47,78.44,BTDR
DCA,1268.69,-137.15,-6.8,0.18,99.56,BTE
Enhanced DCA,1242.29,-139.25,-6.9,0.18,99.56,BTE
Weighted DCA,1234.79,-139.85,-6.93,0.18,99.55,BTE
Weighted DCA,47095.57,224.27,13.87,0.42,85.86,BTG
Enhanced DCA,38872.96,205.09,12.62,0.4,85.87,BTG
DCA,36651.72,199.2,12.23,0.4,85.87,BTG
Weighted DCA,58412.49,245.81,56.6,0.75,70.31,BTGRF
DCA,43261.82,215.78,48.25,0.7,70.31,BTGRF
Enhanced DCA,25943.26,164.65,35.05,0.61,68.9,BTGRF
Weighted DCA,2399309.11,617.35,14.53,0.64,63.57,BTI
DCA,2177907.09,607.67,14.29,0.63,63.57,BTI
Enhanced DCA,2125341.61,605.22,14.23,0.63,63.56,BTI
Enhanced DCA,6437.59,25.27,7.59,0.29,44.17,BTM
DCA,6248.21,22.29,6.66,0.28,59.95,BTM
Weighted DCA,4546.07,-9.52,-2.72,0.17,74.09,BTM
Enhanced DCA,2532.77,-68.01,-14.22,-0.37,64.09,BTMD
DCA,2393.38,-73.67,-15.31,-0.36,66.27,BTMD
Weighted DCA,2293.85,-77.92,-16.12,-0.32,66.25,BTMD
Weighted DCA,216192.62,376.67,12.87,0.4,72.26,BTO
DCA,168589.59,351.8,11.97,0.42,72.27,BTO
Enhanced DCA,161408.48,347.45,11.82,0.42,72.26,BTO
Enhanced DCA,3777.62,-28.03,-18.18,-1.38,31.29,BTOC
DCA,3698.6,-30.15,-19.41,-1.41,34.17,BTOC
Weighted DCA,3146.45,-46.32,-28.22,-1.38,46.77,BTOC
DCA,74.04,-421.26,-49.7,-0.95,99.79,BTOG
Enhanced DCA,64.99,-434.3,-50.76,-0.92,99.82,BTOG
Weighted DCA,56.61,-448.1,-51.85,-0.85,99.86,BTOG
DCA,5067.41,1.34,52.48,0.0,0.06,BTQ
Weighted DCA,5060.45,1.2,46.02,0.0,0.03,BTQ
Enhanced DCA,5041.02,0.82,29.36,0.0,0.03,BTQ
Weighted DCA,163477.61,348.72,316.45,1.49,73.42,BTQQF
Enhanced DCA,128822.15,324.9,277.78,1.47,71.38,BTQQF
DCA,116493.43,314.84,262.55,1.47,70.53,BTQQF
Weighted DCA,8369.39,51.51,35.63,2.09,23.08,BTSG
DCA,7366.94,38.76,25.77,2.0,17.75,BTSG
Enhanced DCA,6866.79,31.73,20.64,1.92,14.15,BTSG
Weighted DCA,7890.55,45.62,30.98,1.89,20.47,BTSGU
DCA,7030.41,34.08,22.34,1.82,15.53,BTSGU
Enhanced DCA,6636.53,28.32,18.23,1.78,12.28,BTSGU
Weighted DCA,8502.67,53.09,4.15,0.35,23.39,BTT
DCA,8271.29,50.34,3.93,0.35,23.39,BTT
Enhanced DCA,8126.39,48.57,3.79,0.33,23.38,BTT
DCA,4988.08,-0.24,-13.96,0.0,0.24,BTTC
Enhanced DCA,4987.33,-0.25,-14.77,0.0,0.25,BTTC
Weighted DCA,4983.57,-0.33,-18.73,0.0,0.33,BTTC
DCA,11432.46,82.7,10.22,0.37,95.26,BTU
Enhanced DCA,9518.7,64.38,7.87,0.36,95.89,BTU
Weighted DCA,5693.18,12.98,1.54,0.34,97.37,BTU
DCA,5062.12,1.23,0.27,-0.02,31.71,BTX
Enhanced DCA,4986.85,-0.26,-0.06,-0.03,31.68,BTX
Weighted DCA,4777.98,-4.54,-1.0,-0.06,31.63,BTX
DCA,17375.23,124.56,6.87,0.42,42.18,BTZ
Enhanced DCA,16998.03,122.37,6.74,0.4,45.78,BTZ
Weighted DCA,16732.17,120.79,6.65,0.36,60.03,BTZ
Weighted DCA,8017.3,47.22,2.95,0.19,70.51,BUD
DCA,7453.78,39.93,2.49,0.17,70.51,BUD
Enhanced DCA,7409.11,39.33,2.45,0.17,70.48,BUD
Weighted DCA,8621.43,54.48,3.29,0.21,70.02,BUDFF
DCA,8010.13,47.13,2.84,0.19,70.03,BUDFF
Enhanced DCA,7382.94,38.97,2.34,0.16,70.03,BUDFF
DCA,469.41,-236.57,-14.17,0.28,99.8,BUDZ
Enhanced DCA,464.77,-237.57,-14.22,0.28,99.8,BUDZ
Weighted DCA,376.22,-258.7,-15.38,0.28,99.8,BUDZ
Weighted DCA,21894.65,147.68,10.0,0.47,48.44,BUGDF
DCA,18486.52,130.76,8.81,0.44,48.44,BUGDF
Enhanced DCA,17573.57,125.7,8.45,0.42,48.44,BUGDF
Weighted DCA,24776.85,160.05,10.93,0.46,55.46,BUHPF
DCA,20925.68,143.15,9.72,0.42,55.46,BUHPF
Enhanced DCA,17293.29,124.09,8.38,0.38,55.46,BUHPF
Weighted DCA,5831.32,15.38,1.58,0.49,0.3,BUHPY
DCA,5799.57,14.83,1.52,0.42,0.23,BUHPY
Enhanced DCA,5675.96,12.68,1.3,0.19,0.15,BUHPY
Weighted DCA,17501.59,125.29,9.48,0.65,46.48,BUI
DCA,16635.58,120.21,9.08,0.64,46.49,BUI
Enhanced DCA,16433.3,118.99,8.98,0.64,46.47,BUI
DCA,4312.45,-14.79,-0.47,0.22,97.99,BUKS
Enhanced DCA,4120.55,-19.35,-0.61,0.22,98.11,BUKS
Weighted DCA,3779.05,-28.0,-0.88,0.2,97.88,BUKS
Weighted DCA,5974.37,17.8,5.88,0.95,83.49,BULL
DCA,5687.57,12.88,4.22,0.84,80.93,BULL
Enhanced DCA,5453.74,8.69,2.83,0.62,73.01,BULL
Weighted DCA,168666.12,351.85,206.77,0.94,66.13,BULLW
Enhanced DCA,131101.71,326.65,183.11,0.89,61.41,BULLW
DCA,124277.84,321.31,178.33,0.87,59.8,BULLW
Weighted DCA,25459.57,162.77,48.35,0.68,67.96,BULZ
Enhanced DCA,22393.73,149.93,43.81,0.78,67.96,BULZ
DCA,21298.61,144.92,42.07,0.8,67.96,BULZ
Weighted DCA,6245.75,22.25,4.59,0.2,36.12,BUR
Enhanced DCA,5969.97,17.73,3.65,0.18,32.62,BUR
DCA,5874.08,16.11,3.31,0.17,32.62,BUR
Weighted DCA,34196.76,192.27,17.39,0.59,68.87,BURL
DCA,30141.67,179.65,16.16,0.6,68.87,BURL
Enhanced DCA,28295.05,173.32,15.55,0.61,68.87,BURL
Enhanced DCA,95.32,-395.99,-55.16,-0.96,99.44,BURU
DCA,42.08,-477.76,-62.01,-0.97,99.78,BURU
Weighted DCA,7.5,-650.17,-73.21,-0.97,99.94,BURU
Weighted DCA,7091.4,34.94,1.3,0.18,85.37,BUSE
DCA,6990.93,33.52,1.25,0.18,85.41,BUSE
Enhanced DCA,6957.58,33.04,1.23,0.18,85.41,BUSE
Weighted DCA,5009.86,0.2,0.49,0.0,0.15,BUSEP
DCA,5007.36,0.15,0.36,0.0,0.11,BUSEP
Enhanced DCA,5005.45,0.11,0.27,0.0,0.08,BUSEP
Weighted DCA,5099.42,1.97,13.95,0.0,0.79,BUUU
DCA,5075.89,1.51,10.51,0.0,0.69,BUUU
Enhanced DCA,5049.41,0.98,6.74,0.0,0.4,BUUU
Enhanced DCA,4533.62,-9.79,-1.34,0.11,71.57,BV
Weighted DCA,4495.93,-10.63,-1.45,0.11,72.41,BV
DCA,4442.8,-11.82,-1.61,0.1,72.03,BV
Weighted DCA,3384.12,-39.03,-5.61,0.19,99.06,BVAXD
DCA,2256.95,-79.54,-11.1,0.08,99.02,BVAXD
Enhanced DCA,2142.28,-84.76,-11.79,0.06,98.98,BVAXD
Weighted DCA,3384.12,-39.03,-5.61,0.19,99.06,BVAXF
DCA,2256.95,-79.54,-11.1,0.08,99.02,BVAXF
Enhanced DCA,2142.28,-84.76,-11.79,0.06,98.98,BVAXF
Enhanced DCA,17262.04,123.91,6.2,0.28,68.37,BVFL
DCA,16082.55,116.83,5.83,0.28,70.55,BVFL
Weighted DCA,15448.49,112.81,5.63,0.27,71.66,BVFL
Enhanced DCA,42088.14,213.03,7.53,0.33,93.67,BVN
DCA,42033.7,212.9,7.52,0.33,93.67,BVN
Weighted DCA,38498.42,204.12,7.2,0.32,93.67,BVN
Enhanced DCA,7646.12,42.48,9.59,0.38,59.0,BVS
DCA,7408.87,39.32,8.85,0.37,58.4,BVS
Weighted DCA,6536.2,26.79,5.95,0.37,82.47,BVS
Enhanced DCA,329.31,-272.02,-23.22,0.02,99.41,BW
DCA,236.4,-305.17,-25.66,0.01,99.64,BW
Weighted DCA,129.55,-365.31,-29.88,-0.02,99.8,BW
Enhanced DCA,6843.06,31.38,7.37,0.31,82.93,BW-PA
DCA,6747.41,29.97,7.03,0.3,83.09,BW-PA
Weighted DCA,6027.24,18.69,4.33,0.23,83.78,BW-PA
Weighted DCA,105173.13,304.62,9.95,0.4,72.15,BWA
DCA,97027.65,296.56,9.67,0.4,72.15,BWA
Enhanced DCA,95909.95,295.4,9.63,0.39,72.14,BWA
Enhanced DCA,9702.08,66.29,10.81,0.41,85.25,BWAY
DCA,9454.79,63.71,10.36,0.4,85.84,BWAY
Weighted DCA,9250.6,61.53,9.99,0.4,87.31,BWAY
Weighted DCA,7537.03,41.04,5.58,0.3,59.48,BWB
DCA,7507.2,40.64,5.53,0.31,59.49,BWB
Enhanced DCA,7380.54,38.94,5.29,0.3,59.49,BWB
Enhanced DCA,6108.39,20.02,4.98,0.52,17.78,BWBBP
DCA,6062.21,19.26,4.78,0.47,18.33,BWBBP
Weighted DCA,6044.78,18.98,4.71,0.42,25.96,BWBBP
Weighted DCA,418.3,-248.1,-11.74,0.26,99.58,BWEN
Enhanced DCA,335.68,-270.1,-12.71,0.25,99.56,BWEN
DCA,327.23,-272.65,-12.82,0.25,99.56,BWEN
DCA,4909.33,-1.83,-0.75,-0.01,26.92,BWET
Enhanced DCA,4897.04,-2.08,-0.85,0.0,29.16,BWET
Weighted DCA,4849.4,-3.06,-1.25,0.05,37.48,BWET
Weighted DCA,18731.7,132.08,8.9,0.38,64.63,BWFG
DCA,18384.37,130.21,8.77,0.38,64.64,BWFG
Enhanced DCA,17956.63,127.85,8.61,0.38,64.64,BWFG
Enhanced DCA,7970.68,46.63,3.51,0.24,34.27,BWG
Weighted DCA,7867.06,45.32,3.41,0.23,34.25,BWG
DCA,7719.8,43.44,3.27,0.22,34.27,BWG
Weighted DCA,6844.55,31.4,5.43,0.26,57.7,BWIN
DCA,6411.57,24.87,4.28,0.22,53.63,BWIN
Enhanced DCA,6272.7,22.68,3.89,0.2,52.07,BWIN
Enhanced DCA,35111.71,194.91,18.17,0.48,68.8,BWLP
DCA,34888.65,194.27,18.11,0.47,68.8,BWLP
Weighted DCA,27140.76,169.16,15.59,0.44,69.06,BWLP
Enhanced DCA,10.02,-621.31,-20.4,-0.42,99.82,BWMG
Weighted DCA,4.36,-704.58,-22.8,-0.43,99.93,BWMG
DCA,0.01,-1380.34,-39.77,0.03,100.0,BWMG
Weighted DCA,11897.59,86.69,21.75,0.68,56.2,BWMN
Enhanced DCA,10449.28,73.71,18.22,0.61,53.29,BWMN
DCA,10376.29,73.01,18.03,0.6,55.57,BWMN
Weighted DCA,8624.82,54.52,8.42,0.38,85.66,BWMX
DCA,6975.98,33.3,5.06,0.35,84.93,BWMX
Enhanced DCA,6811.6,30.92,4.69,0.33,82.23,BWMX
Enhanced DCA,6806.27,30.84,8.48,0.45,66.24,BWNB
Weighted DCA,6641.89,28.4,7.78,0.36,69.01,BWNB
DCA,6578.18,27.43,7.51,0.41,68.9,BWNB
DCA,6912.23,32.39,7.24,0.48,65.19,BWSN
Enhanced DCA,6861.23,31.64,7.07,0.49,65.13,BWSN
Weighted DCA,6820.45,31.05,6.93,0.45,65.14,BWSN
Weighted DCA,13536.53,99.6,5.58,0.43,37.14,BWVTF
DCA,13516.2,99.45,5.57,0.47,37.14,BWVTF
Enhanced DCA,13439.67,98.88,5.54,0.48,37.14,BWVTF
Weighted DCA,62137.51,251.99,18.09,0.66,47.73,BWXT
DCA,59999.39,248.49,17.81,0.65,47.74,BWXT
Enhanced DCA,58317.79,245.65,17.59,0.65,47.74,BWXT
Weighted DCA,167419.33,351.11,21.19,0.59,53.03,BX
Enhanced DCA,160767.55,347.05,20.92,0.6,49.29,BX
DCA,159845.97,346.48,20.89,0.6,49.29,BX
Enhanced DCA,4880.59,-2.42,-0.12,0.23,95.93,BXC
DCA,4736.18,-5.42,-0.26,0.23,96.09,BXC
Weighted DCA,3916.73,-24.42,-1.17,0.22,96.9,BXC
Weighted DCA,9302.16,62.08,10.06,0.47,21.68,BXDIF
DCA,8220.02,49.71,7.98,0.46,21.71,BXDIF
Enhanced DCA,7231.71,36.9,5.86,0.49,16.83,BXDIF
Weighted DCA,8304.52,50.74,1.14,0.21,97.96,BXMT
Enhanced DCA,7924.6,46.05,1.03,0.2,97.98,BXMT
DCA,7814.41,44.65,1.0,0.2,97.98,BXMT
Weighted DCA,19449.87,135.84,6.71,0.46,49.49,BXMX
Enhanced DCA,19231.52,134.71,6.65,0.46,48.11,BXMX
DCA,19141.81,134.24,6.63,0.46,48.72,BXMX
Weighted DCA,41111.11,210.68,7.74,0.39,72.8,BXP
DCA,39884.35,207.65,7.63,0.39,72.8,BXP
Enhanced DCA,39504.54,206.7,7.59,0.39,72.8,BXP
Weighted DCA,6629.51,28.21,7.45,0.36,20.2,BXSL
DCA,6090.44,19.73,5.16,0.28,20.22,BXSL
Enhanced DCA,5973.81,17.79,4.64,0.26,19.16,BXSL
Weighted DCA,19640.5,136.82,5.15,0.29,74.32,BXSY
Enhanced DCA,19445.34,135.82,5.11,0.29,74.29,BXSY
DCA,19265.26,134.89,5.08,0.29,74.33,BXSY
Enhanced DCA,8454.38,52.52,6.57,0.28,50.31,BY
DCA,8304.6,50.74,6.34,0.28,50.74,BY
Weighted DCA,7350.98,38.54,4.78,0.23,60.46,BY
Weighted DCA,10291.75,72.19,4.77,0.25,63.69,BYCBF
Enhanced DCA,9936.81,68.68,4.53,0.24,63.69,BYCBF
DCA,9881.32,68.12,4.5,0.24,63.69,BYCBF
DCA,36908.96,199.9,6.46,0.35,94.49,BYD
Enhanced DCA,35616.04,196.34,6.34,0.35,94.49,BYD
Weighted DCA,33881.3,191.34,6.17,0.34,94.48,BYD
Enhanced DCA,59838.8,248.22,16.11,0.33,68.04,BYDDF
DCA,55430.47,240.57,15.58,0.32,71.32,BYDDF
Weighted DCA,42067.87,212.98,13.67,0.32,82.32,BYDDF
Enhanced DCA,85339.77,283.72,19.77,0.49,78.77,BYDIF
DCA,84486.17,282.71,19.69,0.49,78.77,BYDIF
Weighted DCA,66770.94,259.18,17.91,0.47,78.77,BYDIF
Enhanced DCA,1435.97,-124.76,-4.11,0.08,95.97,BYFC
DCA,1312.65,-133.74,-4.4,0.08,95.99,BYFC
Weighted DCA,1279.31,-136.31,-4.48,0.08,95.99,BYFC
Weighted DCA,13152.27,96.72,4.31,0.3,44.79,BYM
DCA,12658.93,92.89,4.14,0.29,44.81,BYM
Enhanced DCA,12508.15,91.69,4.08,0.28,44.81,BYM
Weighted DCA,17947.2,127.8,8.29,0.41,62.29,BYMOF
DCA,16884.41,121.7,7.88,0.4,62.3,BYMOF
Enhanced DCA,15997.38,116.3,7.52,0.39,62.28,BYMOF
DCA,126.92,-367.36,-43.57,-1.25,98.45,BYND
Weighted DCA,112.08,-379.8,-44.65,-1.17,98.73,BYND
Enhanced DCA,111.4,-380.41,-44.7,-1.22,98.66,BYND
Weighted DCA,5779.87,14.49,4.24,1.32,5.54,BYNO
DCA,5640.06,12.05,3.51,1.01,4.58,BYNO
Enhanced DCA,5390.04,7.51,2.17,0.66,2.85,BYNO
Weighted DCA,7680.7,42.93,12.51,0.69,13.6,BYNOU
DCA,7511.13,40.69,11.82,0.64,12.11,BYNOU
